image_path,latex
Images_trainData_2012_part2/KME2G3_13_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/dif_eqn07.png,$ x^{2} \frac{d^{2} y}{d x^{2}} - 3 x \frac{dy}{dx} + y =\frac{\log x \cdot \sin{\log x} + 1}{x} $
Images_trainData_2012_part2/formulaire003-equation034.png,"$m_1, m_2, m_3$"
Images_trainData_2012_part2/formulaire003-equation071.png,$y(0) = \alpha_1$
Images_trainData_2012_part2/KME2G3_10_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/formulaire001-equation056.png,$n^2 - n + 41$
Images_trainData_2012_part2/formulaire002-equation032.png,$n_1+\ldots+n_j$
Images_trainData_2012_part2/KME2G3_7_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/KME2G3_25_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/formulaire004-equation070.png,$0 \pm 145 - 35$
Images_trainData_2012_part2/KME2G3_0_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/KME2G3_16_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/formulaire008-equation043.png,$x_4 = -\sqrt{2}$
Images_trainData_2012_part2/KME2G3_22_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/formulaire008-equation006.png,$x^2 - dy^2 =\pm 1$
Images_trainData_2012_part2/formulaire007-equation051.png,$x=\phi_{ki}(z)$
Images_trainData_2012_part2/formulaire002-equation053.png,$\cos(4a) = 8\cos^4(a) - 8\cos^2(a) +1$
Images_trainData_2012_part2/formulaire001-equation037.png,$y= y_0+t^mY$
Images_trainData_2012_part2/KME2G3_10_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/KME2G3_27_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/KME1G3_8_sub_22.png,\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
Images_trainData_2012_part2/KME2G3_13_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/KME2G3_8_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/KME2G3_20_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/KME2G3_17_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/KME2G3_14_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/formulaire004-equation011.png,$\frac{\sqrt{3}}{4}$
Images_trainData_2012_part2/formulaire006-equation036.png,$\cos(2x)=\cos^2(x)-\sin^2(x)$
Images_trainData_2012_part2/KME1G3_6_sub_10.png,\int_a^b \frac {\sqrt x} 2 d x
Images_trainData_2012_part2/KME2G3_3_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/KME2G3_9_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/KME2G3_15_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/formulaire007-equation048.png,$y_{1} + y_{3} = \sqrt{z_{2}}$
Images_trainData_2012_part2/KME2G3_30_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/KME1G3_1_sub_10.png,\int_a^b \frac {\sqrt x} 2 d x
Images_trainData_2012_part2/TrainData1_0_sub_7.png,\tan z = \frac{\sin z}{\cos z}
Images_trainData_2012_part2/KME2G3_4_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/KME2G3_18_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/formulaire003-equation010.png,$((26 \div 128) + 50) - (183 \div 29) \neq -6$
Images_trainData_2012_part2/formulaire003-equation055.png,$67 - 132 - 181 - 194 = -52$
Images_trainData_2012_part2/KME2G3_12_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/KME2G3_20_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/formulaire008-equation063.png,$y+16=x$
Images_trainData_2012_part2/formulaire008-equation026.png,$c^2 = (a-b)^2+2ab$
Images_trainData_2012_part2/KME2G3_8_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/formulaire007-equation071.png,$4^2 = 2^4$
Images_trainData_2012_part2/formulaire001-equation033.png,$a^2-2ab$
Images_trainData_2012_part2/KME2G3_27_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/KME2G3_24_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/KME2G3_12_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/KME2G3_26_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/KME2G3_30_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/TrainData1_0_sub_3.png,x^{2} + y^{2} \lt 1
Images_trainData_2012_part2/formulaire003-equation051.png,$-2x$
Images_trainData_2012_part2/KME2G3_15_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/formulaire005-equation056.png,$x - n$
Images_trainData_2012_part2/KME2G3_21_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/KME2G3_24_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/formulaire003-equation030.png,$186 \pm 6 + 98 + 176 + 92$
Images_trainData_2012_part2/TrainData1_1_sub_12.png,e = \sum^{\infty}_{k = 0} \frac{1}{k !}
Images_trainData_2012_part2/KME2G3_27_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/KME2G3_10_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/TrainData1_3_sub_21.png,A = \sqrt{a + \frac{1}{\sqrt{a + \frac{1}{\sqrt{a}}}}} + \sqrt{b}
Images_trainData_2012_part2/TrainData1_5_sub_7.png,\tan z = \frac{\sin z}{\cos z}
Images_trainData_2012_part2/KME1G3_2_sub_21.png,A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
Images_trainData_2012_part2/KME2G3_23_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/TrainData1_6_sub_12.png,e = \sum^{\infty}_{k = 0} \frac{1}{k !}
Images_trainData_2012_part2/formulaire006-equation016.png,$x^2+x+1 = 0$
Images_trainData_2012_part2/formulaire006-equation053.png,$b_0=1$
Images_trainData_2012_part2/KME2G3_17_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/KME2G3_20_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/TrainData1_4_sub_21.png,A = \sqrt{a + \frac{1}{\sqrt{a + \frac{1}{\sqrt{a}}}}} + \sqrt{b}
Images_trainData_2012_part2/formulaire007-equation068.png,$(x_1+y_1\sqrt{n})^k$
Images_trainData_2012_part2/KME1G3_5_sub_21.png,A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
Images_trainData_2012_part2/KME2G3_22_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/KME2G3_3_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_trainData_2012_part2/formulaire007-equation010.png,$146 \times (101 + 157 - 181) = 11242$
Images_trainData_2012_part2/KME2G3_28_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/formulaire002-equation073.png,$k_n=1$
Images_trainData_2012_part2/KME2G3_25_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/KME2G3_4_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_trainData_2012_part2/formulaire003-equation048.png,$f+g$
Images_trainData_2012_part2/KME2G3_16_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/KME2G3_21_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/formulaire004-equation033.png,$x_2 = \frac{-1+i\sqrt{7}}{2}$
Images_trainData_2012_part2/KME2G3_15_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/formulaire008-equation045.png,$102 + 72 \geq 173$
Images_trainData_2012_part2/formulaire008-equation000.png,$60 - 136 \geq -76$
Images_trainData_2012_part2/KME2G3_9_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/KME2G3_26_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/formulaire001-equation015.png,$78 \pm 5 \times 47$
Images_trainData_2012_part2/KME2G3_11_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/formulaire001-equation050.png,$113 + (168 \div 86) \leq 115$
Images_trainData_2012_part2/algb09.png,$ \log z = \log r + i ( \theta + 2 n \pi ) $
Images_trainData_2012_part2/KME2G3_12_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/KME1G3_9_sub_22.png,\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
Images_trainData_2012_part2/formulaire002-equation071.png,$\frac{9}{5}$
Images_trainData_2012_part2/TrainData1_5_sub_5.png,e^{i \pi} + 1 = 0
Images_trainData_2012_part2/KME2G3_13_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/KME1G3_0_sub_10.png,\int_a^b \frac {\sqrt x} 2 d x
Images_trainData_2012_part2/formulaire001-equation028.png,$2^n-1$
Images_trainData_2012_part2/KME2G3_19_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/KME2G3_5_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/KME2G3_14_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/formulaire005-equation035.png,$10 + 67 \leq 77$
Images_trainData_2012_part2/formulaire006-equation051.png,$n \log(n)$
Images_trainData_2012_part2/KME1G3_7_sub_10.png,\int_a^b \frac {\sqrt x} 2 d x
Images_trainData_2012_part2/KME2G3_8_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/KME2G3_2_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/TrainData1_0_sub_1.png,\log_{2} 8 = 3
Images_trainData_2012_part2/formulaire003-equation016.png,$r=\sqrt{\theta}$
Images_trainData_2012_part2/formulaire001-equation049.png,$\gamma_{jk}$
Images_trainData_2012_part2/KME2G3_11_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/formulaire002-equation068.png,$x^2 + 2x\sqrt{2} + 1$
Images_trainData_2012_part2/KME1G3_11_sub_10.png,\int_a^b \frac {\sqrt x} 2 d x
Images_trainData_2012_part2/TrainData1_2_sub_9.png,\sin^{2} \theta + \cos^{2} \theta = 1
Images_trainData_2012_part2/KME2G3_12_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/KME2G3_16_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/KME2G3_15_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/KME2G3_9_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/KME2G3_17_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/KME2G3_1_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/formulaire008-equation061.png,$\sin(- x) = -\sin(x)$
Images_trainData_2012_part2/formulaire007-equation036.png,$\pi(e_1)$
Images_trainData_2012_part2/KME2G3_23_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/formulaire006-equation048.png,$3a + 2 \leq 5$
Images_trainData_2012_part2/formulaire002-equation055.png,$(18 + 22) \div 92 \neq 0$
Images_trainData_2012_part2/formulaire002-equation010.png,$(29 - 24 + 169) \times 88 \leq -14431$
Images_trainData_2012_part2/KME2G3_6_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/KME2G3_24_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/formulaire001-equation031.png,$\frac{2}{3}n^3$
Images_trainData_2012_part2/KME2G3_3_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/formulaire004-equation071.png,$\frac{1}{10}$
Images_trainData_2012_part2/formulaire004-equation034.png,$x=\alpha_{1} y_{1}+\ldots+\alpha_{n+1}y_{n+1}$
Images_trainData_2012_part2/KME2G3_0_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/TrainData1_4_sub_19.png,x = \frac{- b \pm \sqrt{b^{2} - 4 a c}}{2 a}
Images_trainData_2012_part2/formulaire007-equation015.png,$120 - 14 - 107 \leq 213$
Images_trainData_2012_part2/formulaire007-equation050.png,$(166 - 122 + 32) + ((106 \div 30) \div (30 \div 18)) \geq 77$
Images_trainData_2012_part2/KME2G3_4_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_trainData_2012_part2/KME2G3_18_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/KME2G3_7_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/TrainData1_3_sub_19.png,x = \frac{- b \pm \sqrt{b^{2} - 4 a c}}{2 a}
Images_trainData_2012_part2/TrainData1_3_sub_24.png,a \left( n \right) = \sum^{n}_{k = 1} \left( - 1 \right)^{n - k} k !
Images_trainData_2012_part2/TrainData1_1_sub_9.png,\sin^{2} \theta + \cos^{2} \theta = 1
Images_trainData_2012_part2/KME2G3_27_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_trainData_2012_part2/KME2G3_6_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/KME1G3_12_sub_22.png,\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
Images_trainData_2012_part2/formulaire003-equation070.png,$(166 + (93 \times 67)) - (64 + 127 + 176) \leq 6030$
Images_trainData_2012_part2/formulaire003-equation035.png,$15 \div ((76 \div 10) + (199 - 89)) > 0$
Images_trainData_2012_part2/TrainData1_3_sub_1.png,\log_{2} 8 = 3
Images_trainData_2012_part2/KME2G3_10_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/TrainData1_4_sub_24.png,a \left( n \right) = \sum^{n}_{k = 1} \left( - 1 \right)^{n - k} k !
Images_trainData_2012_part2/KME2G3_20_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_trainData_2012_part2/KME2G3_1_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/KME2G3_29_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/formulaire004-equation009.png,$\sqrt{5+2\sqrt{6} }$
Images_trainData_2012_part2/formulaire006-equation056.png,$0=\frac{d^2 y}{dx^2}$
Images_trainData_2012_part2/formulaire006-equation013.png,$1 - (-1)^d$
Images_trainData_2012_part2/KME2G3_17_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/KME2G3_4_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/formulaire003-equation011.png,$10^{64}$
Images_trainData_2012_part2/KME1G3_3_sub_22.png,\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
Images_trainData_2012_part2/KME2G3_18_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/KME2G3_7_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/TrainData1_6_sub_5.png,e^{i \pi} + 1 = 0
Images_trainData_2012_part2/KME2G3_3_sub_74.png,\int_{\log 3}^0 \frac 1 {e^t + 1} d t
Images_trainData_2012_part2/formulaire004-equation068.png,$a_{n}=n^{-\beta}$
Images_trainData_2012_part2/KME1G3_4_sub_22.png,\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
Images_trainData_2012_part2/formulaire007-equation049.png,$\exists x$
Images_trainData_2012_part2/formulaire005-equation016.png,$\sin (a - b) = \sin a \cos b - \cos a \sin b$
Images_trainData_2012_part2/KME2G3_0_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/formulaire008-equation023.png,$b \neq 0$
Images_trainData_2012_part2/KME2G3_8_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/KME2G3_2_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/KME2G3_14_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/KME2G3_5_sub_96.png,[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
Images_trainData_2012_part2/KME2G3_13_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/formulaire001-equation036.png,$\cos x + i \sin x=e^{ix}$
Images_trainData_2012_part2/KME2G3_19_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/formulaire006-equation008.png,$x^2 - x - 1 = 0$
Images_trainData_2012_part2/formulaire007-equation033.png,$c_1=a_{11}$
Images_trainData_2012_part2/KME2G3_29_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_trainData_2012_part2/KME1G3_8_sub_21.png,A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
Images_trainData_2012_part2/formulaire001-equation071.png,$ax^{2} + 2bx + c = 0$
Images_trainData_2012_part2/formulaire002-equation015.png,$89 \times ((155 \times 50) \div 132) \neq -1372$
Images_trainData_2012_part2/formulaire002-equation028.png,$a_2=-1$
Images_trainData_2012_part2/KME2G3_7_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/TrainData1_6_sub_7.png,\tan z = \frac{\sin z}{\cos z}
Images_trainData_2012_part2/KME2G3_25_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/formulaire003-equation013.png,$2^{17}$
Images_trainData_2012_part2/KME2G3_0_sub_22.png,x_x^x + y_y^y + z_z^z - x - y - z
Images_trainData_2012_part2/KME2G3_22_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_trainData_2012_part2/KME2G3_9_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_trainData_2012_part2/KME2G3_28_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_trainData_2012_part2/formulaire006-equation070.png,$83 \pm ((179 \div 23) - (149 + 151)) \div 88$
Images_trainData_2012_part2/TrainData1_3_sub_3.png,x^{2} + y^{2} \lt 1
Images_trainData_2012_part2/formulaire001-equation068.png,$Y = g(X) = \frac{1}{X}$
Images_trainData_2012_part2/KME2G3_5_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/TrainData1_1_sub_15.png,F_{n} = F_{n - 1} + F_{n - 2}
Images_trainData_2012_part2/KME2G3_29_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_trainData_2012_part2/TrainData1_6_sub_15.png,F_{n} = F_{n - 1} + F_{n - 2}
Images_trainData_2012_part2/KME2G3_2_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_trainData_2012_part2/formulaire005-equation048.png,$\sqrt{1+\frac{1}{\sqrt{2}}} +\sqrt{1-\frac{1}{\sqrt{2}}}$
Images_trainData_2012_part2/KME2G3_16_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_trainData_2012_part2/KME2G3_21_sub_30.png,\sum_{i = 2 n + 3 m}^{1 0} i x
Images_trainData_2012_part2/TrainData1_6_sub_28.png,\left( z^{\frac{n}{2}} + y^{\frac{n}{2}} \right) \left( z^{\frac{n}{2}} - y^{\frac{n}{2}} \right) = x
Images_trainData_2012_part2/formulaire004-equation036.png,$(z^2 + y_0 - a_0z - b_0)(z^2 + y_0 + a_0z + b_0) = 0$
