image_path,latex
Images_train_InkML_2013/formulaire023-equation001.png,$\int_a^c f(x) dx= \int_a^b f(x) dx+ \int_b^c f(x) dx$
Images_train_InkML_2013/200923-1253-44.png,\sin \left ( \frac { \pi } { 4 } \right ) = \frac { 1 } { \sqrt { 2 } }
Images_train_InkML_2013/2009213-139-198.png,\mbox { IE }
Images_train_InkML_2013/MfrDB1291.png,$\lim_{x \to 0} \frac{1 - \cos x}{x} = 0$
Images_train_InkML_2013/MfrDB1605.png,"$F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 21$"
Images_train_InkML_2013/formulaire023-equation044.png,$(n + 1)\times(m + 1)$
Images_train_InkML_2013/2009213-139-120.png,\frac { \mbox { k } } { { \sqrt { { \mbox { g } + \frac { \mbox { X } } { \mbox { z } } } } } ^ { { \mbox { R } - \sqrt { l } } } }
Images_train_InkML_2013/MfrDB1229.png,$\sqrt[5]{55}$
Images_train_InkML_2013/89_edwin.png,$x^\prime = x \cos \theta + y \sin \theta$
Images_train_InkML_2013/200924-1312-276.png,\sum { \mbox { X } }
Images_train_InkML_2013/2009213-137-216.png,\mbox { k }
Images_train_InkML_2013/81_mijail.png,$A_{2k} = \frac{2RA_k}{2R + \sqrt{4R^2 + A^2_k}}$
Images_train_InkML_2013/formulaire013-equation040.png,$(175 \div (129 + 163)) \div 28 \leq 0$
Images_train_InkML_2013/TrainData2_19_sub_20.png,a + b + c + d + e
Images_train_InkML_2013/111_leissi.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
Images_train_InkML_2013/200923-1253-210.png,4
Images_train_InkML_2013/200925-1126-13.png,\sqrt { 1 + \sqrt { 1 + z ^ 2 } }
Images_train_InkML_2013/200923-1553-238.png,l
Images_train_InkML_2013/formulaire020-equation065.png,$140 - ((175 + 16) / 168) \neq -114$
Images_train_InkML_2013/formulaire038-equation019.png,$\theta = \frac{2k \pi }{q}$
Images_train_InkML_2013/KME2G3_22_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_train_InkML_2013/formulaire020-equation020.png,$65 \times 197 \leq 12805$
Images_train_InkML_2013/200923-1253-255.png,{ - o }
Images_train_InkML_2013/200925-1126-56.png,2 \alpha + 3 \sqrt { \beta }
Images_train_InkML_2013/MfrDB2959.png,$\sum_{n = 0}^{\infty} f_{n} ( x )$
Images_train_InkML_2013/MfrDB2637.png,$\frac{{T_{1}^{2}}}{{T_{2}^{2}}} = \frac{{a_{1}^{3}}}{{a_{2}^{3}}}$
Images_train_InkML_2013/MfrDB0541.png,$x = a \times b$
Images_train_InkML_2013/formulaire006-equation034.png,"$f(x_{i},\beta)$"
Images_train_InkML_2013/200923-1553-7.png,\sum _m f \left ( m + 3 \right )
Images_train_InkML_2013/2009210-947-225.png,\left ( \mbox { L } \right )
Images_train_InkML_2013/200923-1553-181.png,\sqrt { { \mbox { m } - w } }
Images_train_InkML_2013/KME2G3_21_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_train_InkML_2013/formulaire006-equation071.png,$dg_{\beta} = dg_{\alpha}$
Images_train_InkML_2013/KME2G3_16_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_train_InkML_2013/formulaire035-equation054.png,$\beta = \frac{\beta_{1} - \beta_{2}}{\sqrt{3}}$
Images_train_InkML_2013/200923-131-347.png,\sum _ { { g = z } } ^ { \sqrt { \mbox { j } } } { \mbox { A } }
Images_train_InkML_2013/MfrDB1541.png,$V = a \cdot b \cdot c$
Images_train_InkML_2013/formulaire035-equation011.png,$b = a \sqrt{1-e^2}$
Images_train_InkML_2013/200923-1251-76.png,{ \mbox { V } + { V } _ { \mbox { b } } }
Images_train_InkML_2013/200923-131-302.png,\sum _ { { m = X } } ^ { 9.6 } { \tan \mbox { g } }
Images_train_InkML_2013/2009212-1031-131.png,{ y \leq \sum { \mbox { j } } }
Images_train_InkML_2013/formulaire009-equation063.png,$\sin^2(x)(1-\sin^2(y))=\sin^2(y)(1-\sin^2(x))$
Images_train_InkML_2013/MfrDB1504.png,"$F ( x , y , z ) = G ( x , y ) + H ( y , z ) = 21$"
Images_train_InkML_2013/formulaire002-equation029.png,"$\frac{dx(t)}{dt} = f(x(t),t)$"
Images_train_InkML_2013/formulaire026-equation027.png,$2 \pi r h$
Images_train_InkML_2013/MfrDB2493.png,$5 0 ! \cdot n = 4 8 !$
Images_train_InkML_2013/MfrDB2007.png,$\frac{( x + 3 ) ( x - 5 )}{3 ( x - 1 )} \gt 0$
Images_train_InkML_2013/MfrDB2844.png,$v_{c} = v_{c - 1} ( \frac{r - c}{c} )$
Images_train_InkML_2013/formulaire026-equation062.png,$j^ku$
Images_train_InkML_2013/200923-1254-20.png,\frac { \sin \left ( x \right ) } { \cos \left ( x \right ) } = \tan \left ( x \right )
Images_train_InkML_2013/formulaire029-equation035.png,$75 - 35 - 86 + 96 \geq 221$
Images_train_InkML_2013/MfrDB3493.png,$\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}$
Images_train_InkML_2013/MfrDB3042.png,$\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}$
Images_train_InkML_2013/formulaire015-equation047.png,$x^0 = ct$
Images_train_InkML_2013/200926-1617-84.png,\frac { x } { a + \frac { x } { b - \frac { x } { c } } }
Images_train_InkML_2013/200923-1254-65.png,\sqrt { { \mbox { x } - \mbox { X } } }
Images_train_InkML_2013/200923-1254-250.png,33
Images_train_InkML_2013/TrainData1_2_sub_21.png,A = \sqrt{a + \frac{1}{\sqrt{a + \frac{1}{\sqrt{a}}}}} + \sqrt{b}
Images_train_InkML_2013/formulaire015-equation002.png,"$f(\alpha x_{1},\alpha x_{2}) = \alpha^{4} \times f(x_{1},x_{2})$"
Images_train_InkML_2013/formulaire033-equation016.png,$3-\alpha$
Images_train_InkML_2013/200924-1312-80.png,e ^ { \int x ^ 2 d x }
Images_train_InkML_2013/200922-1017-145.png,t
Images_train_InkML_2013/200923-1253-2.png,\int e ^ { x ^ 2 } x ^ 3 d x
Images_train_InkML_2013/formulaire017-equation018.png,$r \sin\theta$
Images_train_InkML_2013/200925-1126-100.png,\left ( \left [ { z 4 } \right ] \right )
Images_train_InkML_2013/200922-1017-100.png,{ \cdots - { \mbox { x } + \mbox { R } } }
Images_train_InkML_2013/MfrDB1419.png,$1 + 2 = 3$
Images_train_InkML_2013/200926-1550-66.png,\frac { \sqrt { 1 + \cos ^ 2 \left ( \theta \right ) } } { 2 } = \cos \left ( 2 \theta \right )
Images_train_InkML_2013/KME1G3_3_sub_21.png,A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
Images_train_InkML_2013/200924-1331-264.png,\left ( \int \mbox { g } dy \right )
Images_train_InkML_2013/200925-1126-145.png,{ - \left [ 2 \right ] }
Images_train_InkML_2013/formulaire030-equation072.png,$z^1(X) = \sum_{i=1}^n x_ip_i^1$
Images_train_InkML_2013/73_leo.png,$\left| $\frac{a x_0 + b y_0 + c}{\sqrt{a^2 + b^2}} \right|$
Images_train_InkML_2013/MfrDB0035.png,$4 \cdot 5 \cdot 10 = 200$
Images_train_InkML_2013/200923-1556-31.png,\frac { - b - \sqrt { b ^ 2 - 4 a c } } { 2 a }
Images_train_InkML_2013/200923-1251-263.png,\mu
Images_train_InkML_2013/formulaire030-equation037.png,$o_i=0$
Images_train_InkML_2013/TrainData1_0_sub_5.png,e^{i \pi} + 1 = 0
Images_train_InkML_2013/200922-947-180.png,\pi \left ( p \right )
Images_train_InkML_2013/79_fujita.png,$p = \sqrt{a^2 + b^2 - 2ab \cos A}$
Images_train_InkML_2013/200923-1251-226.png,2
Images_train_InkML_2013/MfrDB0070.png,$( a + b ) + c = a + ( b + c )$
Images_train_InkML_2013/200923-1556-74.png,e_ { f_ { g_h } }
Images_train_InkML_2013/formulaire014-equation039.png,$b i + c j + d k$
Images_train_InkML_2013/MfrDB1876.png,$v = v_{0} t - g {t^{2}}$
Images_train_InkML_2013/MfrDB3343.png,$\frac{{T_{1}^{2}}}{{T_{2}^{2}}} = \frac{{a_{1}^{3}}}{{a_{2}^{3}}}$
Images_train_InkML_2013/formulaire003-equation012.png,$\alpha(t)$
Images_train_InkML_2013/KME2G3_25_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_train_InkML_2013/130_Fabricio.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
Images_train_InkML_2013/2009212-1031-13.png,\int ^ { n } _ { { z o } } { \mbox { p } - B } dd
Images_train_InkML_2013/200924-1312-38.png,\frac { 4 } { 3 } \pi r ^ 3
Images_train_InkML_2013/2009220-1327-113.png,\sqrt { 5 }
Images_train_InkML_2013/MfrDB1070.png,${e^{5}}$
Images_train_InkML_2013/89_bruno.png,$x^\prime = x \cos \theta + y \sin \theta$
Images_train_InkML_2013/116_leissi.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
Images_train_InkML_2013/MfrDB3306.png,$\lim_{y \to \infty} y \sin ( \frac{c}{y} ) = c$
Images_train_InkML_2013/MfrDB1833.png,$5 0 ! \cdot n = 4 8 !$
Images_train_InkML_2013/formulaire003-equation057.png,$m_{1}=1$
Images_train_InkML_2013/2009212-1031-56.png,\mbox { B }
Images_train_InkML_2013/formulaire027-equation059.png,$a^{op}b^{op}=ba$
Images_train_InkML_2013/2009220-1327-73.png,a ^ { b ^ { c ^ d } }
Images_train_InkML_2013/formulaire019-equation031.png,$\frac{1}{1-a z^{-1}}$
Images_train_InkML_2013/KME2G3_30_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_train_InkML_2013/200926-1617-79.png,\frac { \frac { \frac { x_4 } { x_3 } } { x_2 } } { x_1 }
Images_train_InkML_2013/KME2G3_11_sub_35.png,\log_2 \frac 1 2 + \log_4 \frac 2 4
Images_train_InkML_2013/formulaire025-equation043.png,$z_0 = \theta$
Images_train_InkML_2013/2009213-139-63.png,{ - \mbox { s } }
Images_train_InkML_2013/110_david.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
Images_train_InkML_2013/200924-1331-165.png,0.3
Images_train_InkML_2013/79_Nina.png,$p = \sqrt{a^2 + b^2 - 2ab \cos A}$
Images_train_InkML_2013/MfrDB1718.png,$2 x + 4$
Images_train_InkML_2013/formulaire025-equation006.png,$y_2 + y_4 = - \sqrt{z_2}$
Images_train_InkML_2013/200922-947-45.png,\int { M - \mbox { d } } dT
Images_train_InkML_2013/KME2G3_26_sub_28.png,z_1^2 + 1^z - z_2^2 + 2^z
Images_train_InkML_2013/2009213-139-26.png,a + \frac { \sqrt { b + c } } { 2 }
Images_train_InkML_2013/formulaire016-equation023.png,$\beta = \cos(\theta)$
Images_train_InkML_2013/formulaire032-equation068.png,$z=x+i$
Images_train_InkML_2013/formulaire016-equation066.png,$a = \frac {c\sin\alpha}{\sin(\alpha+\beta)}$
Images_train_InkML_2013/formulaire014-equation004.png,${v=-eu}$
Images_train_InkML_2013/200923-1556-49.png,\cos \left ( 0 \right ) = 1
Images_train_InkML_2013/formulaire014-equation041.png,$\frac{xy}{x}=\frac{y}{1}$
Images_train_InkML_2013/91_carlos.png,$\sin \theta = \frac{y}{\sqrt{x^2 + y^2}}$
Images_train_InkML_2013/MfrDB0008.png,$\sqrt{\frac{\sum_{i = 1}^{n} {x_{i}^{2}}}{n}} \geq \frac{\sum_{i = 1}^{n} x_{i}}{n}$
Images_train_InkML_2013/formulaire028-equation033.png,$\frac {19x}4 = \frac { 3}{4}$
Images_train_InkML_2013/TrainData2_1_sub_33.png,\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6
Images_train_InkML_2013/formulaire027-equation064.png,$\frac{a}{p-a}$
Images_train_InkML_2013/TrainData2_0_sub_11.png,\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
Images_train_InkML_2013/formulaire027-equation021.png,$\sqrt{ \frac{1 + \sin^2 \alpha}{2}} = \cos \alpha$
Images_train_InkML_2013/200923-1254-129.png,\mbox { t }
Images_train_InkML_2013/200926-131-76.png,{ - { \lambda \sum { B } } }
Images_train_InkML_2013/MfrDB1008.png,$e = m {c^{2}}$
Images_train_InkML_2013/MfrDB3453.png,$tg 2 x = \frac{2 \cdot tg x}{1 - tg^{2} x}$
Images_train_InkML_2013/200922-947-78.png,\frac { x_1 } { \frac { x_2 } { \frac { x_3 } { x_4 } } }
Images_train_InkML_2013/formulaire001-equation035.png,$77 / 167 \leq 0$
Images_train_InkML_2013/200924-1331-158.png,t
Images_train_InkML_2013/formulaire019-equation049.png,"$h(f,\alpha) = \lim_{n \rightarrow + \infty} \frac{1}{qn}$"
Images_train_InkML_2013/MfrDB3082.png,$\lim_{n \to \infty} ( \frac{x_{n}}{y_{n}} ) = \frac{L_{1}}{L_{2}}$
Images_train_InkML_2013/MfrDB3416.png,$a_{n} = a_{1} \cdot {q^{n - 1}}$
Images_train_InkML_2013/formulaire001-equation070.png,$76 \pm ((41 + 118) \times 124) \times 130$
Images_train_InkML_2013/200926-1550-8.png,\int \frac { \sin \left ( x \right ) + 1 } { \sqrt { \cos ^ 3 \left ( x \right ) + \tan \left ( x \right ) } } d x
Images_train_InkML_2013/MfrDB2082.png,${x^{y}} - {y^{x}}$
Images_train_InkML_2013/MfrDB2884.png,$\int \cos t d t = \sin t$
Images_train_InkML_2013/81_Frank.png,$A_{2k} = \frac{2RA_k}{2R + \sqrt{4R^2 + A^2_k}}$
Images_train_InkML_2013/formulaire032-equation010.png,$38 + 61 \leq 99$
Images_train_InkML_2013/TrainData2_21_sub_95.png,\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
Images_train_InkML_2013/formulaire002-equation051.png,$\frac1{n^{k+2}}$
Images_train_InkML_2013/TrainData2_16_sub_88.png,3 0 \times 2 9 x^{2 8}
Images_train_InkML_2013/formulaire002-equation014.png,$q = -e$
Images_train_InkML_2013/formulaire031-equation031.png,$a_6 x^6 + a_5 x^5 + a_4 x^4 + a_3 x^3 + a_2 x^2 + a_1 x + a_0 = 0$
Images_train_InkML_2013/MfrDB1309.png,"$\sum_{m = 0}^{M} \sum_{n = 0}^{N} a_{m , n}$"
Images_train_InkML_2013/200923-1254-228.png,\frac { v } { { - n } }
Images_train_InkML_2013/formulaire029-equation008.png,$f(x) = 2x ^2 + 4x - 5$
Images_train_InkML_2013/formulaire031-equation074.png,$v(1)=v(-1)=0$
Images_train_InkML_2013/200922-947-85.png,\sqrt { \frac { 2 z ^ 3 } { \sqrt { \frac { 3 z ^ 2 } { \sqrt { 4 z } } } } }
Images_train_InkML_2013/105_lucelia.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
Images_train_InkML_2013/200925-1126-178.png,x
Images_train_InkML_2013/MfrDB3383.png,$( \frac{1}{{m^{2}}} - \frac{3 m}{n} + \frac{2}{m n} )$
Images_train_InkML_2013/200924-1331-259.png,\sigma
Images_train_InkML_2013/TrainData2_14_sub_46.png,\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
Images_train_InkML_2013/200923-1254-191.png,\mu
Images_train_InkML_2013/200923-131-267.png,\mbox { j }
Images_train_InkML_2013/formulaire017-equation025.png,$127 \times (149 \div 81) \geq 233$
Images_train_InkML_2013/200922-1017-178.png,{ \mbox { w } } _ { \mbox { Y } }
Images_train_InkML_2013/MfrDB1461.png,$a_{n} = a_{1} + ( n - 1 ) d$
Images_train_InkML_2013/KME2G3_5_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_train_InkML_2013/2009212-1031-96.png,{ Y - \sum { \mbox { e } } }
Images_train_InkML_2013/formulaire024-equation000.png,$46 \pm ((95 / 79) / 75) + (55 / 65)$
Images_train_InkML_2013/MfrDB2383.png,$\frac{a_{1} + a_{2} + {a^{3}}}{1 - x}$
Images_train_InkML_2013/KME2G3_24_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_train_InkML_2013/200922-947-105.png,\frac { { - \sqrt { { \cdots + { \mbox { A } } _ { \mbox { a } } } } } } { { \mbox { Y } - \left [ a \right ] } }
Images_train_InkML_2013/formulaire018-equation072.png,$0\leq q_2$
Images_train_InkML_2013/MfrDB2717.png,$\int\limits_{0}^{2 \pi} \frac{\sin ( x )}{x} dx$
Images_train_InkML_2013/formulaire018-equation037.png,$a\times 10^{p}$
Images_train_InkML_2013/KME2G3_29_sub_38.png,\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
Images_train_InkML_2013/MfrDB1680.png,$( {y^{4}} - 1 ) / ( {y^{2}} - 1 )$
Images_train_InkML_2013/96_carlos.png,$y = a S(t) = a \int_0^{t} \sin(\frac{1}{2}\pi s^2) ds$
Images_train_InkML_2013/TrainData2_6_sub_33.png,\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6
Images_train_InkML_2013/200923-1556-137.png,{ - \sum { { m - \mbox { T } } } }
Images_train_InkML_2013/MfrDB1251.png,${6^{6}} \cdot {6^{2}} = {( {6^{x}} )^{4}}$
Images_train_InkML_2013/formulaire037-equation073.png,$X^4-1 = (X+i)(X-i)(X-1)(X+1)$
Images_train_InkML_2013/200923-1253-84.png,\frac { x } { a + \frac { x } { b - \frac { x } { c } } }
Images_train_InkML_2013/200923-1254-370.png,{ \mbox { k } \lt { \sigma } _ { G } }
Images_train_InkML_2013/formulaire013-equation038.png,$\frac {1 + \frac { 3}{4}x + \frac { 1}{4}x^{2} + \frac 1{24}x^{3}}{1 - \frac { 1}{4}x}$
Images_train_InkML_2013/MfrDB1214.png,$\sum_{i = 1}^{\infty} \frac{1}{{e^{i}}}$
Images_train_InkML_2013/200923-1556-172.png,\mbox { t }
Images_train_InkML_2013/200923-1254-335.png,{ \mbox { G } + 6.2 }
Images_train_InkML_2013/formulaire037-equation036.png,$16^{5}$
Images_train_InkML_2013/formulaire038-equation061.png,$x_{1} + x_{2} = - \frac { b}{a}$
Images_train_InkML_2013/200923-1253-268.png,{ - 2.1 }
Images_train_InkML_2013/formulaire004-equation013.png,$\theta + \pi$
Images_train_InkML_2013/TrainData2_7_sub_11.png,\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
Images_train_InkML_2013/formulaire038-equation024.png,$dp^3+4ep^2-c^2p^2-2cdp-d^2 = 0$
Images_train_InkML_2013/MfrDB2921.png,$v_{c} = v_{c - 1} ( \frac{r - c}{c} )$
Images_train_InkML_2013/MfrDB2162.png,$\cos^{3} y = \frac{1}{4} ( \cos 3 y + 3 \cos y )$
Images_train_InkML_2013/formulaire020-equation058.png,$\frac a x = b$
Images_train_InkML_2013/formulaire004-equation056.png,$y(\phi)$
Images_train_InkML_2013/118_hirata.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
Images_train_InkML_2013/2009210-947-84.png,\frac { x } { a + \frac { x } { b - \frac { x } { c } } }
Images_train_InkML_2013/formulaire022-equation042.png,$\frac{x-x_0}{u}=\frac{y-y_0}{v}=\frac{z-z_0}{w}$
Images_train_InkML_2013/TrainData2_3_sub_6.png,x_{i} - x_{i + 1} + x_{i + 2}
Images_train_InkML_2013/2009210-947-218.png,{ \mbox { s } + \left ( i \right ) }
Images_train_InkML_2013/200923-1253-194.png,{ { \mbox { G } - M } \leq \frac { I } { \pi } }
Images_train_InkML_2013/106_user0.png,$y^4 + y + 1 = 0$
Images_train_InkML_2013/formulaire022-equation007.png,$kw^{k-1}=0$
Images_train_InkML_2013/200922-1017-12.png,\int _0 ^ \pi \cos \left ( \frac { \theta } { 2 } \right ) d \theta
Images_train_InkML_2013/formulaire011-equation022.png,$2mn - m - n$
Images_train_InkML_2013/MfrDB1539.png,$\frac{{2^{5}}}{3 + 1}$
Images_train_InkML_2013/formulaire035-equation069.png,$\beta_{m}^{2}$
Images_train_InkML_2013/200923-131-45.png,\frac { B } { \mbox { nt } }
Images_train_InkML_2013/MfrDB1913.png,$s_{n} = \sum_{k = 1}^{n} a_{k}$
Images_train_InkML_2013/MfrDB1150.png,$x + y = 12$
Images_train_InkML_2013/200923-1556-236.png,1.9
Images_train_InkML_2013/formulaire021-equation026.png,$7^2 = 49$
Images_train_InkML_2013/TrainData2_11_sub_88.png,3 0 \times 2 9 x^{2 8}
Images_train_InkML_2013/MfrDB1581.png,$\int\limits_{o}^{R} \frac{2 x d x}{1 + {x^{2}}} = \log ( 1 + {R^{2}} )$
Images_train_InkML_2013/formulaire005-equation028.png,$x^{2} + 2x + 1 = 0$
Images_train_InkML_2013/MfrDB3263.png,"$h ( x , y ) = {x^{y + \frac{1}{y}}}$"
Images_train_InkML_2013/200926-1617-163.png,\alpha
Images_train_InkML_2013/formulaire021-equation063.png,$2^n-i$
Images_train_InkML_2013/TrainData2_26_sub_95.png,\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
Images_train_InkML_2013/formulaire012-equation046.png,$a^{\frac 1 n}$
Images_train_InkML_2013/2009213-137-56.png,2 \alpha + 3 \sqrt { \beta }
Images_train_InkML_2013/200922-949-35.png,{ - { 3 s } }
Images_train_InkML_2013/formulaire036-equation048.png,$\sum_{i=1}^5 d_i^2=24$
Images_train_InkML_2013/2009213-137-13.png,\sqrt { 1 + \sqrt { 1 + z ^ 2 } }
Images_train_InkML_2013/formulaire012-equation003.png,$4 \pi d^2$
Images_train_InkML_2013/2009210-947-79.png,\frac { \frac { \frac { x_4 } { x_3 } } { x_2 } } { x_1 }
Images_train_InkML_2013/MfrDB2263.png,${2^{2}} / 3$
Images_train_InkML_2013/MfrDB0115.png,$E = m {c^{2}}$
Images_train_InkML_2013/formulaire010-equation019.png,$o(h)$
Images_train_InkML_2013/formulaire008-equation065.png,$(81 + (38 + 107)) \div 151 \leq 78$
Images_train_InkML_2013/KME2G3_2_sub_95.png,\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
Images_train_InkML_2013/formulaire034-equation017.png,"$\alpha_{b,c}$"
Images_train_InkML_2013/TrainData2_13_sub_46.png,\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
Images_train_InkML_2013/formulaire008-equation020.png,$86 \div (18 + 21 + 141 + 2) = 0.47$
Images_train_InkML_2013/MfrDB2999.png,$\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}$
Images_train_InkML_2013/2009210-947-119.png,\mbox { E }
Images_train_InkML_2013/200923-1253-79.png,\frac { \frac { \frac { x_4 } { x_3 } } { x_2 } } { x_1 }
Images_train_InkML_2013/formulaire007-equation032.png,$(m\times p)$
Images_train_InkML_2013/KME2G3_23_sub_26.png,x_1 \times x_2 \times x_3 \times x_4 = X
Images_train_InkML_2013/200923-131-206.png,\sum _ { { h \gt \pi } } { { I - q } }
Images_train_InkML_2013/KME2G3_25_sub_65.png,[ \frac 2 3 x^{\frac 3 2} ]_0^1
Images_train_InkML_2013/formulaire017-equation044.png,$b_{i_{j}}$
Images_train_InkML_2013/MfrDB1892.png,$\sin x = \sin ( x + 2 \pi k )$
Images_train_InkML_2013/200924-1331-1.png,\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ 3 + 14 } } d z
Images_train_InkML_2013/200924-1331-238.png,{ \frac { \mbox { a } } { \phi } \frac { \mbox { s } } { V } }
Images_train_InkML_2013/200923-131-243.png,h
Images_train_InkML_2013/formulaire017-equation001.png,$a_{n}=n^{-1}$
Images_train_InkML_2013/200925-1126-119.png,\sqrt { \mbox { B } }
Images_train_InkML_2013/MfrDB1094.png,$f ( x ) = {x^{2}}$
Images_train_InkML_2013/2009212-1031-0.png,{ - u }
Images_train_InkML_2013/MfrDB1445.png,${( a )^{- 1}} - 1$
Images_train_InkML_2013/200924-1312-99.png,\sum { \mbox { p } }
Images_train_InkML_2013/MfrDB0400.png,$2 + \frac{1}{8}$
Images_train_InkML_2013/MfrDB0892.png,$a = b + 1$
Images_train_InkML_2013/formulaire018-equation056.png,$e^{i(n-k)x}e^{-ikx} = e^{i(n-2k)x}$
Images_train_InkML_2013/formulaire024-equation061.png,$z_1 = 1+\sqrt{2}$
Images_train_InkML_2013/200922-949-217.png,{ \cdots - \sqrt { l } }
Images_train_InkML_2013/MfrDB0094.png,$\frac{1}{q_{m} \cdot q_{m + 1}} \leq \frac{1}{g_{m} \cdot ( n + 1 )}$
Images_train_InkML_2013/200922-947-164.png,82.8
Images_train_InkML_2013/formulaire018-equation013.png,$x + y$
Images_train_InkML_2013/MfrDB2818.png,$\cos ( x + 2 )$
Images_train_InkML_2013/TrainData2_2_sub_43.png,\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
Images_train_InkML_2013/formulaire002-equation030.png,$24 / 125 = 0.19$
Images_train_InkML_2013/KME2G3_30_sub_81.png,\pi \int_c^d \{ g ( y ) \}^2 d y
Images_train_InkML_2013/TrainData2_3_sub_61.png,\int \left( 2^{x} - 3 e^{x} \right) d x
Images_train_InkML_2013/200923-1254-249.png,{ \mbox { m } + \sum { z } }
Images_train_InkML_2013/formulaire029-equation069.png,$j^2 = -1$
Images_train_InkML_2013/formulaire031-equation015.png,$((26 \times 146) \div (65 \div 164)) \div 118 = 81.17$
Images_train_InkML_2013/200924-1331-181.png,\frac { \int G dn } { { d C } }
